1429670,0.577202,-0.672188,0.300387,4.59135e-41,0,0
1429671,0.576971,-0.672044,0.300624,4.59135e-41,0,0
1429672,0.576999,-0.672528,0.300532,4.59135e-41,0,0
1429673,0.577454,-0.671953,0.300699,4.59135e-41,0,0
1429674,0.577074,-0.671732,0.300909,4.59135e-41,0,0
1429676,0.576979,-0.671536,0.301029,4.59135e-41,0,0
1429677,0.576822,-0.671625,0.301082,4.59135e-41,0,0
1429678,0.576472,-0.671715,0.300916,4.59135e-41,0,0
1429679,0.576107,-0.671883,0.30104,4.59135e-41,0,0
1429680,0.575591,-0.671187,0.300631,4.59135e-41,0,0
1429681,0.576271,-0.67108,0.301402,4.59135e-41,0,0
1429682,0.57606,-0.671228,0.301229,4.59135e-41,0,0
1429683,0.575959,-0.671085,0.301237,4.59135e-41,0,0
1429684,0.57603,-0.670702,0.301465,4.59135e-41,0,0
1429685,0.575365,-0.670243,0.301014,4.59135e-41,0,0
1429686,0.57566,-0.670227,0.301246,4.59135e-41,0,0
1429687,0.575592,-0.67016,0.301445,4.59135e-41,0,0
1429688,0.575714,-0.669971,0.301438,4.59135e-41,0,0
1429689,0.575121,-0.6701,0.30155,4.59135e-41,0,0
1429690,0.575588,-0.669776,0.301791,4.59135e-41,0,0
1429691,0.575418,-0.669678,0.302004,4.59135e-41,0,0
1429692,0.575208,-0.669306,0.30172,4.59135e-41,0,0
1429693,0.575207,-0.669205,0.301777,4.59135e-41,0,0
1429694,0.57494,-0.668998,0.301738,4.59135e-41,0,0
1429695,0.574209,-0.669554,0.301562,4.59135e-41,0,0
1429697,0.57452,-0.66848,0.301749,4.59135e-41,0,0
1429698,0.574025,-0.668824,0.301999,4.59135e-41,0,0
1429699,0.574103,-0.668064,0.30238,4.59135e-41,0,0
1429700,0.573577,-0.668175,0.302767,4.59135e-41,0,0
1429701,0.57384,-0.66795,0.30266,4.59135e-41,0,0
1429702,0.573993,-0.667685,0.302968,4.59135e-41,0,0
1429703,0.5736,-0.667691,0.303197,4.59135e-41,0,0
1429704,0.573468,-0.667423,0.303512,4.59135e-41,0,0
1429705,0.573248,-0.667208,0.303309,4.59135e-41,0,0
1429706,0.572731,-0.666981,0.303455,4.59135e-41,0,0
1429707,0.57227,-0.666864,0.303405,4.59135e-41,0,0
1429708,0.572294,-0.666452,0.303683,4.59135e-41,0,0
1429709,0.572003,-0.665848,0.303963,4.59135e-41,0,0
1429710,0.571715,-0.665675,0.304043,4.59135e-41,0,0
1429711,0.571175,-0.665467,0.304085,4.59135e-41,0,0
1429712,0.570945,-0.665167,0.304024,4.59135e-41,0,0
1429713,0.571012,-0.664662,0.304382,4.59135e-41,0,0
1429714,0.570557,-0.664716,0.30453,4.59135e-41,0,0
1429715,0.570466,-0.664412,0.304773,4.59135e-41,0,0
1429717,0.569948,-0.663955,0.305194,4.59135e-41,0,0
1429718,0.569908,-0.663562,0.305373,4.59135e-41,0,0
1429719,0.56953,-0.663275,0.305635,4.59135e-41,0,0
1429720,0.569356,-0.663345,0.305892,4.59135e-41,0,0
1429721,0.568829,-0.663153,0.305958,4.59135e-41,0,0
1429722,0.56848,-0.662746,0.306075,4.59135e-41,0,0
1429723,0.568364,-0.66257,0.306249,4.59135e-41,0,0
1429724,0.568193,-0.662065,0.306413,4.59135e-41,0,0
1429725,0.567932,-0.661707,0.306649,4.59135e-41,0,0
1429726,0.567701,-0.66129,0.30687,4.59135e-41,0,0
1429727,0.567441,-0.661542,0.306908,4.59135e-41,0,0
1429728,0.567085,-0.660852,0.307088,4.59135e-41,0,0
1429729,0.566767,-0.660475,0.307412,4.59135e-41,0,0
1429730,0.566685,-0.660168,0.307783,4.59135e-41,0,0
1429731,0.566273,-0.659865,0.307886,4.59135e-41,0,0
1429732,0.566219,-0.659593,0.308011,4.59135e-41,0,0
1429733,0.566048,-0.659201,0.308269,4.59135e-41,0,0
1429734,0.565913,-0.658884,0.308592,4.59135e-41,0,0
1429735,0.565577,-0.658562,0.308733,4.59135e-41,0,0
1429736,0.565054,-0.658271,0.308756,4.59135e-41,0,0
1429739,0.564543,-0.657721,0.309224,4.59135e-41,0,0
1429740,0.564163,-0.657422,0.309386,4.59135e-41,0,0
1429741,0.564444,-0.657186,0.309664,4.59135e-41,0,0
1429742,0.564366,-0.656733,0.30982,4.59135e-41,0,0
1429743,0.564325,-0.656518,0.310106,4.59135e-41,0,0
1429744,0.56386,-0.65618,0.3101,4.59135e-41,0,0
1429745,0.563869,-0.65574,0.310302,4.59135e-41,0,0
1429746,0.563237,-0.655749,0.310347,4.59135e-41,0,0
1429747,0.56296,-0.655429,0.310908,4.59135e-41,0,0
1429748,0.562244,-0.65512,0.310958,4.59135e-41,0,0
1429749,0.561621,-0.654638,0.311288,4.59135e-41,0,0
1429750,0.56132,-0.654246,0.311307,4.59135e-41,0,0
1429751,0.560523,-0.653994,0.311454,4.59135e-41,0,0
1429752,0.560362,-0.65385,0.311829,4.59135e-41,0,0
1429753,0.560014,-0.653269,0.312315,4.59135e-41,0,0
1429754,0.559737,-0.65309,0.312348,4.59135e-41,0,0
1429755,0.559185,-0.652905,0.312576,4.59135e-41,0,0
1429756,0.558929,-0.652638,0.313002,4.59135e-41,0,0
1429759,0.557723,-0.651566,0.313615,4.59135e-41,0,0
1429760,0.557282,-0.65141,0.313693,4.59135e-41,0,0
1429761,0.557045,-0.650993,0.314053,4.59135e-41,0,0
1429762,0.556726,-0.650464,0.314193,4.59135e-41,0,0
1429763,0.55666,-0.650033,0.314566,4.59135e-41,0,0
1429764,0.555755,-0.649576,0.314544,4.59135e-41,0,0
1429765,0.555465,-0.649559,0.314858,4.59135e-41,0,0
1429766,0.555358,-0.649108,0.315334,4.59135e-41,0,0
1429767,0.554867,-0.648676,0.315178,4.59135e-41,0,0
1429768,0.554452,-0.648378,0.315562,4.59135e-41,0,0
1429769,0.554246,-0.647937,0.315995,4.59135e-41,0,0
1429770,0.553873,-0.647412,0.316272,4.59135e-41,0,0
1429771,0.553267,-0.6471,0.316568,4.59135e-41,0,0
1429772,0.552373,-0.646704,0.316685,4.59135e-41,0,0
1429773,0.552312,-0.646354,0.31707,4.59135e-41,0,0
1429774,0.551723,-0.646545,0.317288,4.59135e-41,0,0
1429775,0.551009,-0.64603,0.317552,4.59135e-41,0,0
1429776,0.550863,-0.645408,0.318175,4.59135e-41,0,0
1429779,0.549176,-0.643738,0.319161,4.59135e-41,0,0
1429780,0.548805,-0.643105,0.319875,4.59135e-41,0,0
1429781,0.547977,-0.642663,0.320259,4.59135e-41,0,0
1429782,0.54668,-0.64161,0.320551,4.59135e-41,0,0
1429783,0.546297,-0.640746,0.320799,4.59135e-41,0,0
1429784,0.545092,-0.63978,0.320925,4.59135e-41,0,0
1429785,0.544308,-0.638937,0.321422,4.59135e-41,0,0
1429786,0.543228,-0.637373,0.321411,4.59135e-41,0,0
1429787,0.542238,-0.636218,0.321841,4.59135e-41,0,0
1429788,0.540872,-0.635209,0.321717,4.59135e-41,0,0
1429789,0.539902,-0.633676,0.321817,4.59135e-41,0,0
1429790,0.538672,-0.632127,0.32237,4.59135e-41,0,0
1429791,0.536992,-0.630293,0.322178,4.59135e-41,0,0
1429792,0.535605,-0.628538,0.321943,4.59135e-41,0,0
1429793,0.534422,-0.626998,0.321378,4.59135e-41,0,0
1429794,0.532977,-0.625159,0.321781,4.59135e-41,0,0
1429795,0.531155,-0.622881,0.322442,4.59135e-41,0,0
1429796,0.529818,-0.620963,0.322353,4.59135e-41,0,0
1429797,0.528137,-0.618956,0.321833,4.59135e-41,0,0
1429800,0.523138,-0.611635,0.321931,4.59135e-41,0,0
1429801,0.521481,-0.609614,0.322074,4.59135e-41,0,0
1429802,0.519563,-0.607082,0.321969,4.59135e-41,0,0
1429803,0.517805,-0.604088,0.322537,4.59135e-41,0,0
1429804,0.515998,-0.601717,0.322094,4.59135e-41,0,0
1429805,0.51415,-0.599273,0.322411,4.59135e-41,0,0
1429806,0.512313,-0.596937,0.322774,4.59135e-41,0,0
1429807,0.510041,-0.593988,0.323045,4.59135e-41,0,0
1429808,0.508025,-0.591463,0.323353,4.59135e-41,0,0
1429809,0.506148,-0.589005,0.323536,4.59135e-41,0,0
